household_key,store_id,week_no,last_purchase_day_week,total_sales,total_disc,num_orders,total_qty,overall_weekly_purchase,frac_share,overall_market_share,if_churn,row_id,three_weeks_sales,three_weeks_disc,three_weeks_freq,five_weeks_sales,five_weeks_disc,five_weeks_freq,weeklag
2,401,15,103,22.7,-16.77,1,10,22.7,1,0.41,0,1,0,0,0,0,0,0,0
2,401,17,112,4.38,-0.9,1,2,17.22,0.25,0.41,0,2,27.08,-17.67,0.666666667,27.08,-17.67,0.4,2
2,401,18,118,30.85,-7.3,1,38,57.79,0.53,0.41,1,3,57.93,-24.97,1,57.93,-24.97,0.6,1
2,401,21,140,66.69,-13.84,2,33,66.69,1,0.41,1,4,97.54,-21.14,1,101.92,-22.04,0.8,3
2,401,24,161,17.27,-4.38,1,9,190.28,0.09,0.41,0,5,83.96,-18.22,1,83.96,-18.22,0.6,3
2,401,25,170,15.57,-7.71,2,7,15.57,1,0.41,0,6,32.84,-12.09,1,99.53,-25.93,1,1
2,401,27,187,51.3,-0.2,1,9,51.3,1,0.41,0,7,84.14,-12.29,1.333333333,84.14,-12.29,0.8,2
2,401,28,194,21.08,-1.75,1,7,21.08,1,0.41,0,8,87.95,-9.66,1.333333333,105.22,-14.04,1,1
2,401,30,207,15.85,-3.98,1,6,67.63,0.23,0.41,0,9,88.23,-5.93,1,103.8,-13.64,1,2
2,401,32,222,19.7,-1.75,1,6,19.7,1,0.41,1,10,35.55,-5.73,0.666666667,107.93,-7.68,0.8,2
2,401,35,239,35.48,-7.92,1,13,35.48,1,0.41,1,11,55.18,-9.67,0.666666667,71.03,-13.65,0.6,3
2,401,38,263,128.71,-12.73,2,58,128.71,1,0.41,1,12,164.19,-20.65,1,164.19,-20.65,0.6,3
2,401,42,291,23.41,-0.25,1,6,23.41,1,0.41,1,13,23.41,-0.25,0.333333333,152.12,-12.98,0.6,4
2,401,46,318,57.38,-15.04,1,23,57.38,1,0.41,1,14,57.38,-15.04,0.333333333,80.79,-15.29,0.4,4
2,401,49,335,94.59,-8.39,1,30,94.59,1,0.41,0,15,151.97,-23.43,0.666666667,151.97,-23.43,0.4,3
2,401,50,345,15.48,-1.29,1,7,15.48,1,0.41,1,16,110.07,-9.68,0.666666667,167.45,-24.72,0.6,1
2,401,60,415,44.2,-12.77,1,11,44.2,1,0.41,0,17,44.2,-12.77,0.333333333,44.2,-12.77,0.2,10
2,401,61,423,17.99,0,1,1,17.99,1,0.41,0,18,62.19,-12.77,0.666666667,62.19,-12.77,0.4,1
2,401,62,432,10.59,-3.48,1,5,10.59,1,0.41,1,19,72.78,-16.25,1,72.78,-16.25,0.6,1
2,401,84,583,84.59,-15.24,1,38,84.59,1,0.41,0,20,128.83,-24.02,0.666666667,128.83,-24.02,0.4,22
2,401,85,593,11.57,-0.4,1,3,11.57,1,0.41,1,21,140.4,-24.42,1,140.4,-24.42,0.6,1
2,401,88,608,3.49,0,1,1,95.51,0.04,0.41,0,22,107.08,-15.01,1,235.91,-39.03,1,3
2,31782,67,463,64.31,-15.46,2,30,64.31,1,0.34,0,1,0,0,0,0,0,0,0
2,31782,69,478,110.69,-29.1,1,44,110.69,1,0.34,0,2,175,-44.56,1,175,-44.56,0.6,2
2,31782,70,482,69.86,-2.41,1,26,69.86,1,0.34,0,3,244.86,-46.97,1.333333333,244.86,-46.97,0.8,1
2,31782,71,489,77.41,-8.52,1,39,77.41,1,0.34,1,4,257.96,-40.03,1,322.27,-55.49,1,1
2,31782,78,542,107.52,-10.53,1,42,107.52,1,0.34,1,5,107.52,-10.53,0.333333333,107.52,-10.53,0.2,7
2,31782,83,578,44.24,-8.78,1,17,44.24,1,0.34,1,6,44.24,-8.78,0.333333333,151.76,-19.31,0.4,5
2,31782,88,614,92.02,-14.61,1,38,95.51,0.96,0.34,0,7,107.08,-15.01,1,235.91,-39.03,1,5
2,31782,89,620,12,-1.56,1,4,12,1,0.34,0,8,107.51,-16.17,1,203.67,-31.81,1,1
2,31782,90,622,82.78,-12.87,1,41,82.78,1,0.34,0,9,190.29,-29.04,1.333333333,201.86,-29.44,1,1
3,401,17,113,46.81,-7.12,1,22,46.81,1,0.91,0,1,0,0,0,0,0,0,0
3,401,18,121,21.45,-1.46,1,10,21.45,1,0.91,0,2,68.26,-8.58,0.666666667,68.26,-8.58,0.4,1
3,401,20,136,74.43,-46.22,1,84,74.43,1,0.91,0,3,142.69,-54.8,1,142.69,-54.8,0.6,2
3,401,21,142,139.32,-43.74,3,58,139.32,1,0.91,1,4,235.2,-91.42,1.666666667,282.01,-98.54,1.2,1
3,401,24,166,64.84,-16.19,2,35,64.84,1,0.91,0,5,204.16,-59.93,1.666666667,278.59,-106.15,1.2,3
3,401,25,173,117.73,-25.34,2,69,117.73,1,0.91,0,6,182.57,-41.53,1.333333333,396.32,-131.49,1.6,1
3,401,27,186,136.51,-33.81,2,91,136.51,1,0.91,0,7,319.08,-75.34,2,319.08,-75.34,1.2,2
3,401,28,194,225.71,-77.27,1,118,225.71,1,0.91,0,8,479.95,-136.42,1.666666667,544.79,-152.61,1.4,1
3,401,30,206,78.88,-19.42,1,56,78.88,1,0.91,0,9,441.1,-130.5,1.333333333,558.83,-155.84,1.2,2
3,401,32,219,31.28,-5.54,2,12,31.28,1,0.91,0,10,110.16,-24.96,1,472.38,-136.04,1.2,2
3,401,33,229,225.66,-56.13,2,148,225.66,1,0.91,0,11,335.82,-81.09,1.666666667,561.53,-158.36,1.2,1
3,401,35,243,68,-25.91,2,25,68,1,0.91,0,12,324.94,-87.58,2,403.82,-107,1.4,2
3,401,36,248,72.49,-15.78,2,51,72.49,1,0.91,0,13,366.15,-97.82,2,397.43,-103.36,1.6,1
3,401,37,253,55.42,-5.49,1,38,55.42,1,0.91,0,14,195.91,-47.18,1.666666667,452.85,-108.85,1.8,1
3,401,38,260,184.17,-38.57,1,104,184.17,1,0.91,0,15,380.08,-85.75,2,605.74,-141.88,1.6,1
3,401,39,266,24.97,-6.1,1,14,24.97,1,0.91,1,16,337.05,-65.94,1.666666667,405.05,-91.85,1.4,1
3,401,42,291,16.72,-4.79,1,4,16.72,1,0.91,0,17,41.69,-10.89,0.666666667,281.28,-54.95,0.8,3
3,401,44,304,18.67,-0.78,1,7,18.67,1,0.91,0,18,35.39,-5.57,0.666666667,60.36,-11.67,0.6,2
3,401,46,320,286.26,-79.53,1,173,286.26,1,0.91,1,19,304.93,-80.31,0.666666667,321.65,-85.1,0.6,2
3,401,52,360,124.71,-24.88,1,70,124.71,1,0.91,0,20,124.71,-24.88,0.333333333,124.71,-24.88,0.2,6
3,401,53,366,53.45,-14.47,1,43,53.45,1,0.91,0,21,178.16,-39.35,0.666666667,178.16,-39.35,0.4,1
3,401,54,373,3.52,-2.84,1,4,3.52,1,0.91,1,22,181.68,-42.19,1,181.68,-42.19,0.6,1
3,401,57,394,23.3,-5.48,1,13,23.3,1,0.91,0,23,26.82,-8.32,0.666666667,204.98,-47.67,0.8,3
3,401,59,407,66.5,-12.55,1,51,66.5,1,0.91,0,24,89.8,-18.03,0.666666667,93.32,-20.87,0.6,2
3,401,61,422,64.97,-18.87,1,41,64.97,1,0.91,0,25,131.47,-31.42,0.666666667,154.77,-36.9,0.6,2
3,401,62,432,4.49,-2.09,1,2,4.49,1,0.91,0,26,135.96,-33.51,1,159.26,-38.99,0.8,1
3,401,63,437,13.52,-3.04,1,4,13.52,1,0.91,0,27,82.98,-24,1,149.48,-36.55,0.8,1
3,401,65,448,38.56,-8.63,1,20,38.56,1,0.91,0,28,56.57,-13.76,1,121.54,-32.63,0.8,2
3,401,67,466,99.71,-26.57,2,47,99.71,1,0.91,1,29,138.27,-35.2,1,156.28,-40.33,1,2
3,401,92,640,39.32,-7.78,1,31,39.32,1,0.91,0,30,39.32,-7.78,0.333333333,39.32,-7.78,0.2,25
4,298,16,104,126.24,-27.41,1,53,126.24,1,0.81,1,1,0,0,0,0,0,0,0
4,298,21,140,123.78,-5.66,1,37,123.78,1,0.81,0,2,123.78,-5.66,0.333333333,250.02,-33.07,0.4,5
4,298,23,154,31.75,-0.66,1,9,31.75,1,0.81,1,3,155.53,-6.32,0.666666667,155.53,-6.32,0.4,2
4,298,27,181,62.59,-2.09,1,7,62.59,1,0.81,0,4,62.59,-2.09,0.333333333,94.34,-2.75,0.4,4
4,298,28,190,7.34,-1.2,1,6,7.34,1,0.81,0,5,69.93,-3.29,0.666666667,101.68,-3.95,0.6,1
4,298,29,199,116.73,-8.78,1,42,116.73,1,0.81,1,6,186.66,-12.07,1,186.66,-12.07,0.6,1
4,298,32,216,68.59,-8.06,1,25,68.59,1,0.81,0,7,185.32,-16.84,0.666666667,255.25,-20.13,0.8,3
4,298,34,231,20.17,-3.16,1,11,20.17,1,0.81,0,8,88.76,-11.22,0.666666667,205.49,-20,0.6,2
4,298,36,248,100.09,-6.64,2,25,100.09,1,0.81,0,9,120.26,-9.8,1,188.85,-17.86,0.8,2
4,298,37,251,25.84,-2.06,1,11,25.84,1,0.81,0,10,146.1,-11.86,1.333333333,214.69,-19.92,1,1
4,298,38,264,74.85,-8.15,1,12,74.85,1,0.81,1,11,200.78,-16.85,1.333333333,220.95,-20.01,1,1
4,298,42,292,96.12,-6.93,2,21,96.12,1,0.81,0,12,96.12,-6.93,0.666666667,196.81,-17.14,0.8,4
4,298,44,302,29.33,-2.83,1,9,29.33,1,0.81,1,13,125.45,-9.76,1,125.45,-9.76,0.6,2
4,298,47,321,18.08,-2.29,1,7,18.08,1,0.81,0,14,47.41,-5.12,0.666666667,143.53,-12.05,0.8,3
4,298,48,328,26.53,-4.77,1,10,26.53,1,0.81,0,15,44.61,-7.06,0.666666667,73.94,-9.89,0.6,1
4,298,49,341,29.85,-3.67,1,9,29.85,1,0.81,0,16,74.46,-10.73,1,103.79,-13.56,0.8,1
4,298,51,354,3.29,0,1,1,3.29,1,0.81,0,17,59.67,-8.44,1,77.75,-10.73,0.8,2
4,298,52,357,9.37,-1.7,1,3,19.04,0.49,0.81,0,18,42.51,-5.37,1,87.12,-12.43,1,1
8,321,10,65,270.74,-54.69,1,121,270.74,1,0.97,1,1,0,0,0,0,0,0,0
8,321,13,86,26.95,-1.36,1,13552,26.95,1,0.97,0,2,297.69,-56.05,0.666666667,297.69,-56.05,0.4,3
8,321,15,101,18.66,-3.03,1,8,18.66,1,0.97,0,3,45.61,-4.39,0.666666667,316.35,-59.08,0.6,2
8,321,16,107,26.12,-3.79,2,14,26.12,1,0.97,0,4,71.73,-8.18,1.333333333,71.73,-8.18,0.8,1
8,321,17,113,55.86,-10.27,1,37,55.86,1,0.97,0,5,100.64,-17.09,1.333333333,127.59,-18.45,1,1
8,321,18,122,16.6,-3.06,1,8,16.6,1,0.97,0,6,117.24,-20.15,1.666666667,144.19,-21.51,1.2,1
8,321,19,128,84.37,-15.03,2,12492,84.37,1,0.97,0,7,182.95,-32.15,2,201.61,-35.18,1.4,1
8,321,21,142,84.15,-11.34,2,48,84.15,1,0.97,0,8,185.12,-29.43,1.666666667,267.1,-43.49,1.6,2
8,321,22,149,74.34,-19.16,2,11728,74.34,1,0.97,0,9,242.86,-45.53,2,315.32,-58.86,1.6,1
8,321,23,158,95.15,-32.15,2,42,95.15,1,0.97,0,10,253.64,-62.65,2,354.61,-80.74,1.8,1
8,321,24,165,28.57,-1.2,1,10,28.57,1,0.97,0,11,282.21,-63.85,2.333333333,366.58,-78.88,1.8,1
8,321,25,170,18.63,-4.36,1,6,18.63,1,0.97,1,12,216.69,-56.87,2,300.84,-68.21,1.6,1
8,321,28,194,92.84,-14.64,2,52,92.84,1,0.97,0,13,111.47,-19,1,235.19,-52.35,1.2,3
8,321,29,201,125.87,-31.85,1,64,125.87,1,0.97,0,14,218.71,-46.49,1,265.91,-52.05,1,1
8,321,30,208,85.73,-24.24,3,44,85.73,1,0.97,0,15,304.44,-70.73,2,323.07,-75.09,1.4,1
8,321,31,214,12.5,-9.8,1,11,12.5,1,0.97,0,16,316.94,-80.53,2.333333333,316.94,-80.53,1.4,1
8,321,32,219,38.01,-3.29,1,13,38.01,1,0.97,0,17,262.11,-69.18,2,354.95,-83.82,1.6,1
8,321,34,232,89.66,-14.56,1,31,89.66,1,0.97,0,18,140.17,-27.65,1,351.77,-83.74,1.4,2
8,321,35,242,56.67,-14.81,1,34,56.67,1,0.97,0,19,184.34,-32.66,1,282.57,-66.7,1.4,1
8,321,36,249,93.1,-16.75,4,34,93.1,1,0.97,1,20,239.43,-46.12,2,289.94,-59.21,1.6,1
8,321,39,268,7.18,0,1,2,7.18,1,0.97,0,21,100.28,-16.75,1.666666667,246.61,-46.12,1.4,3
8,321,40,276,91.45,-14.73,2,33,91.45,1,0.97,0,22,98.63,-14.73,1,248.4,-46.29,1.6,1
8,321,41,283,18.18,-0.4,1,4,18.18,1,0.97,0,23,116.81,-15.13,1.333333333,209.91,-31.88,1.6,1
8,321,42,287,68.12,-20.68,1,23,68.12,1,0.97,0,24,184.93,-35.81,1.666666667,184.93,-35.81,1,1
8,321,43,299,41.14,-8.19,1,15,41.14,1,0.97,0,25,218.89,-44,1.666666667,226.07,-44,1.2,1
8,321,44,305,18.33,-2.03,1,4,18.33,1,0.97,0,26,145.77,-31.3,1.333333333,244.4,-46.03,1.4,1
8,321,45,308,35.8,-0.96,1,12,35.8,1,0.97,0,27,163.39,-31.86,1.333333333,273.02,-46.99,1.4,1
8,321,46,319,107.48,-17.45,1,36,107.48,1,0.97,0,28,202.75,-28.63,1.333333333,289.05,-49.71,1.2,1
8,321,48,330,123.75,-28.17,2,41,123.75,1,0.97,0,29,267.03,-46.58,1.333333333,326.5,-56.8,1.2,2
8,321,50,348,164.37,-36.15,2,93,164.37,1,0.97,0,30,288.12,-64.32,1.333333333,431.4,-82.73,1.2,2
8,321,51,353,133.71,-30.29,1,64,133.71,1,0.97,0,31,421.83,-94.61,1.666666667,529.31,-112.06,1.2,1
8,321,52,360,94.26,-22.66,1,46,110.25,0.85,0.97,0,32,392.34,-89.1,1.333333333,516.09,-117.27,1.2,1
8,321,53,367,82.02,-19.61,1,42,82.02,1,0.97,0,33,474.36,-108.71,1.666666667,598.11,-136.88,1.4,1
8,321,55,383,64.22,-7.91,2,22,64.22,1,0.97,0,34,240.5,-50.18,1.333333333,538.58,-116.62,1.4,2
8,321,56,389,43.92,-8.93,2,18,43.92,1,0.97,0,35,190.16,-36.45,1.666666667,418.13,-89.4,1.4,1
8,321,57,396,191.81,-41.57,3,66,191.81,1,0.97,1,36,299.95,-58.41,2.333333333,476.23,-100.68,1.8,1
8,321,61,422,105.25,-19.72,1,42,105.25,1,0.97,0,37,105.25,-19.72,0.333333333,340.98,-70.22,1.2,4
8,321,62,428,48.81,-13.99,1,27,48.81,1,0.97,0,38,154.06,-33.71,0.666666667,345.87,-75.28,1,1
8,321,63,438,56.17,-7.69,2,25,123,0.46,0.97,0,39,210.23,-41.4,1.333333333,210.23,-41.4,0.8,1
8,321,64,445,63.5,-15.95,1,38,63.5,1,0.97,0,40,273.73,-57.35,1.666666667,273.73,-57.35,1,1
8,321,65,452,56.12,-3.84,2,29,56.12,1,0.97,0,41,224.6,-41.47,2,329.85,-61.19,1.4,1
8,321,66,460,55.32,-12.59,1,18,55.32,1,0.97,0,42,231.11,-40.07,2,385.17,-73.78,1.6,1
8,321,67,465,27.57,-1.85,1,14,77.57,0.36,0.97,0,43,202.51,-34.23,1.666666667,307.49,-55.91,1.6,1
8,321,68,472,33.83,-1.26,1,18,33.83,1,0.97,1,44,172.84,-19.54,1.666666667,292.51,-43.18,1.6,1
8,321,71,489,9.99,-2.5,1,1,9.99,1,0.97,0,45,43.82,-3.76,0.666666667,126.71,-18.2,0.8,3
8,321,72,501,56.56,-10.27,1,26,56.56,1,0.97,0,46,66.55,-12.77,0.666666667,127.95,-15.88,0.8,1
8,321,73,505,107.93,-29.86,3,81,107.93,1,0.97,1,47,174.48,-42.63,1.666666667,208.31,-43.89,1.2,1
8,321,76,529,190.13,-38.01,4,96,190.13,1,0.97,0,48,298.06,-67.87,2.333333333,364.61,-80.64,1.8,3
8,321,77,531,6.82,-1.98,1,7,6.82,1,0.97,0,49,196.95,-39.99,1.666666667,361.44,-80.12,1.8,1
8,321,78,541,51.25,-8.8,1,25,51.25,1,0.97,0,50,248.2,-48.79,2,356.13,-78.65,1.8,1
8,321,79,550,34.35,-7.96,1,17,34.35,1,0.97,0,51,282.55,-56.75,2.333333333,282.55,-56.75,1.4,1
8,321,80,555,80.06,-9.64,3,22,80.06,1,0.97,0,52,172.48,-28.38,2,362.61,-66.39,2,1
8,321,81,559,39.91,-6.49,1,16,39.91,1,0.97,0,53,205.57,-32.89,2,402.52,-72.88,2.2,1
8,321,82,566,23.73,-5.14,1,17,23.73,1,0.97,0,54,178.05,-29.23,2,236.12,-40.01,1.6,1
8,321,83,579,85.68,-18.27,1,29,85.68,1,0.97,0,55,229.38,-39.54,2,314.98,-56.3,1.6,1
8,321,84,586,109.83,-18.85,1,45,149.83,0.73,0.97,0,56,259.15,-48.75,1.333333333,373.56,-66.35,1.6,1
8,321,85,592,35.47,-10.35,2,20,35.47,1,0.97,0,57,254.71,-52.61,1.666666667,374.68,-68.74,1.8,1
8,321,86,597,38.91,-4.41,1,11,38.91,1,0.97,0,58,269.89,-51.88,1.666666667,333.53,-63.51,1.4,1
8,321,87,604,129.73,-31.21,1,72,129.73,1,0.97,0,59,313.94,-64.82,1.666666667,423.35,-88.23,1.4,1
8,321,88,610,69.34,-9.11,2,26,69.34,1,0.97,1,60,273.45,-55.08,2,468.96,-92.2,1.6,1
8,321,91,635,66.16,-12.99,2,34,66.16,1,0.97,0,61,135.5,-22.1,1.333333333,304.14,-57.72,1.2,3
8,321,92,640,138.59,-36.47,2,67,138.59,1,0.97,0,62,204.75,-49.46,1.333333333,403.82,-89.78,1.4,1
8,321,93,646,18.05,-0.38,1,7,18.05,1,0.97,0,63,222.8,-49.84,1.666666667,292.14,-58.95,1.4,1
8,321,94,652,119.55,-43.06,1,67,119.55,1,0.97,0,64,342.35,-92.9,2,342.35,-92.9,1.2,1
8,321,95,661,147.65,-16.68,2,82,147.65,1,0.97,0,65,423.84,-96.59,2,490,-109.58,1.6,1
8,321,96,669,191.48,-40.47,2,75,191.48,1,0.97,0,66,476.73,-100.59,2,681.48,-150.05,2,1
8,321,97,674,76.28,-16.74,2,39,76.28,1,0.97,0,67,534.96,-116.95,2.333333333,691.6,-153.8,2,1
8,321,98,681,88.35,-7.28,2,29,88.35,1,0.97,0,68,503.76,-81.17,2.666666667,641.36,-124.61,2,1
8,321,99,686,104.16,-13.03,1,46,104.16,1,0.97,0,69,460.27,-77.52,2.333333333,727.47,-137.26,2,1
8,321,101,699,144.69,-26.38,1,68,144.69,1,0.97,0,70,337.2,-46.69,1.333333333,604.96,-103.9,1.6,2
8,321,102,706,52.66,-11.58,1,25,52.66,1,0.97,0,71,301.51,-50.99,1,466.14,-75.01,1.4,1
17,361,4,24,166.34,-3.52,1,28,166.34,1,0.87,0,1,0,0,0,0,0,0,0
17,361,5,31,109.37,-16.19,2,39,109.37,1,0.87,0,2,275.71,-19.71,1,275.71,-19.71,0.6,1
17,361,6,36,47.09,-3.84,1,31,47.09,1,0.87,0,3,322.8,-23.55,1.333333333,322.8,-23.55,0.8,1
17,361,8,51,64.41,-9.71,2,8653,64.41,1,0.87,0,4,220.87,-29.74,1.666666667,387.21,-33.26,1.2,2
17,361,9,60,67.54,-11.32,2,29,67.54,1,0.87,0,5,179.04,-24.87,1.666666667,454.75,-44.58,1.6,1
17,361,11,73,129.04,-14.12,4,8325,129.04,1,0.87,0,6,260.99,-35.15,2.666666667,308.08,-38.99,1.8,2
17,361,12,77,66.45,-14.03,2,5231,66.45,1,0.87,0,7,263.03,-39.47,2.666666667,327.44,-49.18,2,1
17,361,13,84,65.51,-8,2,4794,65.51,1,0.87,0,8,261,-36.15,2.666666667,392.95,-57.18,2.4,1
17,361,14,95,121.87,-13.17,3,17028,121.87,1,0.87,0,9,382.87,-49.32,3.666666667,450.41,-60.64,2.6,1
17,361,15,100,127.81,-3.04,2,7629,127.81,1,0.87,0,10,381.64,-38.24,3,510.68,-52.36,2.6,1
17,361,16,108,38.52,-10.12,2,4630,38.52,1,0.87,0,11,353.71,-34.33,3,549.2,-62.48,3,1
17,361,18,123,18.07,-4.29,1,14,18.07,1,0.87,1,12,184.4,-17.45,1.666666667,371.78,-38.62,2,2
17,361,21,143,164.44,-6.59,2,49,164.44,1,0.87,0,13,182.51,-10.88,1,221.03,-21,1,3
17,361,22,148,67.07,-7.75,2,5841,67.07,1,0.87,0,14,231.51,-14.34,1.333333333,249.58,-18.63,1,1
17,361,23,157,50.2,-0.14,2,8,78.76,0.64,0.87,0,15,281.71,-14.48,2,299.78,-18.77,1.4,1
17,361,24,162,43.5,-0.01,1,12911,43.5,1,0.87,0,16,325.21,-14.49,2.333333333,325.21,-14.49,1.4,1
17,361,25,170,103.8,-13.05,3,6585,103.8,1,0.87,0,17,264.57,-20.95,2.666666667,429.01,-27.54,2,1
17,361,26,179,79.12,-11.51,3,12989,79.12,1,0.87,0,18,276.62,-24.71,3,508.13,-39.05,2.6,1
17,361,27,186,62.99,-5.88,2,9833,72.99,0.86,0.87,0,19,289.41,-30.45,3,406.68,-38.34,2.6,1
17,361,29,197,116.43,-12.36,2,13382,116.43,1,0.87,0,20,258.54,-29.75,2.333333333,405.84,-42.81,2.2,2
17,361,30,204,13.71,-8.76,1,5,13.71,1,0.87,0,21,193.13,-27,1.666666667,376.05,-51.56,2.2,1
17,361,31,214,83.25,-21.81,3,4117,83.25,1,0.87,0,22,213.39,-42.93,2,355.5,-60.32,2.2,1
17,361,33,228,136.18,-79.51,5,14450,136.18,1,0.87,0,23,233.14,-110.08,3,349.57,-122.44,2.2,2
17,361,35,241,128.11,-82.21,4,7729,128.11,1,0.87,0,24,264.29,-161.72,3,361.25,-192.29,2.6,2
17,361,37,256,108.61,-25.49,2,57,108.61,1,0.87,0,25,236.72,-107.7,2,372.9,-187.21,2.2,2
17,361,38,258,60.92,-22.07,2,10922,60.92,1,0.87,0,26,297.64,-129.77,2.666666667,433.82,-209.28,2.6,1
17,361,39,269,129.31,-30.24,2,9484,129.31,1,0.87,0,27,298.84,-77.8,2,426.95,-160.01,2,1
17,361,40,277,131.38,-42.54,3,5906,210.42,0.62,0.87,0,28,430.22,-120.34,3,558.33,-202.55,2.6,1
17,361,42,288,77.28,-3.24,3,9090,77.28,1,0.87,0,29,337.97,-76.02,2.666666667,507.5,-123.58,2.4,2
17,361,43,296,40.62,-2.6,2,5244,40.62,1,0.87,0,30,249.28,-48.38,2.666666667,439.51,-100.69,2.4,1
17,361,44,303,58.53,-3.45,2,5242,58.53,1,0.87,0,31,176.43,-9.29,2.333333333,437.12,-82.07,2.4,1
17,361,45,312,70.08,-5.62,2,30,70.08,1,0.87,0,32,246.51,-14.91,3,377.89,-57.45,2.4,1
17,361,46,318,91.47,-25.74,3,7468,91.47,1,0.87,0,33,260.7,-37.41,3,337.98,-40.65,2.4,1
17,361,47,325,52.88,-3.4,1,48,52.88,1,0.87,0,34,272.96,-38.21,2.666666667,390.86,-44.05,2.6,1
17,361,48,332,42.13,-11.42,1,14,42.13,1,0.87,0,35,256.56,-46.18,2.333333333,355.71,-52.23,2.2,1
17,361,49,336,19,-0.79,1,7875,19,1,0.87,0,36,205.48,-41.35,2,334.09,-50.42,2,1
17,361,50,345,38.88,-4.38,1,24,38.88,1,0.87,0,37,152.89,-19.99,1.333333333,314.44,-51.35,1.8,1
17,361,51,352,85.09,-7.34,2,12254,85.09,1,0.87,0,38,185.1,-23.93,1.666666667,329.45,-53.07,1.8,1
17,361,52,359,47.65,-10.59,1,29,47.65,1,0.87,0,39,190.62,-23.1,1.666666667,285.63,-37.92,1.4,1
17,361,54,373,64.27,-18.98,2,34,64.27,1,0.87,0,40,197.01,-36.91,1.666666667,254.89,-42.08,1.4,2
17,361,55,378,74.87,-5.13,3,14938,74.87,1,0.87,0,41,186.79,-34.7,2,310.76,-46.42,1.8,1
17,361,56,386,113.58,-17.07,3,10799,113.58,1,0.87,0,42,252.72,-41.18,2.666666667,385.46,-59.11,2.2,1
17,361,58,401,51.91,-14.63,1,25,51.91,1,0.87,0,43,240.36,-36.83,2.333333333,304.63,-55.81,1.8,2
17,361,59,405,19.34,-7.42,1,14,19.34,1,0.87,0,44,184.83,-39.12,1.666666667,323.97,-63.23,2,1
17,361,61,424,104.54,-26.06,2,5986,104.54,1,0.87,1,45,175.79,-48.11,1.333333333,289.37,-65.18,1.4,2
17,361,64,443,179.61,-45.86,3,16193,179.61,1,0.87,0,46,284.15,-71.92,1.666666667,303.49,-79.34,1.2,3
17,361,66,455,58.08,-32.27,1,29,58.08,1,0.87,0,47,237.69,-78.13,1.333333333,342.23,-104.19,1.2,2
17,361,67,463,110.51,-63.78,1,44,110.51,1,0.87,0,48,348.2,-141.91,1.666666667,348.2,-141.91,1,1
17,361,68,470,54.69,-1.45,2,14534,54.69,1,0.87,1,49,223.28,-97.5,1.333333333,402.89,-143.36,1.4,1
17,361,73,506,39.94,-20.41,1,22,39.94,1,0.87,0,50,39.94,-20.41,0.333333333,94.63,-21.86,0.6,5
17,361,74,514,41.29,-12.22,1,16,41.29,1,0.87,0,51,81.23,-32.63,0.666666667,81.23,-32.63,0.4,1
17,361,75,520,88.04,-77.22,2,47,88.04,1,0.87,1,52,169.27,-109.85,1.333333333,169.27,-109.85,0.8,1
17,361,78,542,67.01,-10.07,1,18,67.01,1,0.87,0,53,155.05,-87.29,1,236.28,-119.92,1,3
17,361,80,552,11,-0.59,1,5854,11,1,0.87,1,54,78.01,-10.66,0.666666667,166.05,-87.88,0.8,2
17,361,84,585,76.71,-34.16,1,32,76.71,1,0.87,0,55,76.71,-34.16,0.333333333,87.71,-34.75,0.4,4
17,361,85,592,82.88,-5.52,1,20,82.88,1,0.87,0,56,159.59,-39.68,0.666666667,170.59,-40.27,0.6,1
17,361,87,601,86.99,-39.8,1,57,150.91,0.58,0.87,0,57,246.58,-79.48,1,246.58,-79.48,0.6,2
19,422,11,73,56.44,-19.6,1,39,62.42,0.9,0.35,0,1,0,0,0,0,0,0,0
19,422,12,77,105.06,-41.45,1,49,106.75,0.98,0.35,0,2,161.5,-61.05,0.666666667,161.5,-61.05,0.4,1
19,422,14,91,46.58,-16.31,1,28,64.45,0.72,0.35,0,3,208.08,-77.36,1,208.08,-77.36,0.6,2
19,422,15,98,61.69,-30.62,1,38,62.48,0.99,0.35,0,4,213.33,-88.38,1,269.77,-107.98,0.8,1
19,422,16,108,153.13,-46.96,2,101,153.13,1,0.35,0,5,261.4,-93.89,1.333333333,422.9,-154.94,1.2,1
19,422,17,116,31.05,-11.62,1,14,31.05,1,0.35,0,6,292.45,-105.51,1.666666667,397.51,-146.96,1.2,1
19,422,18,122,188.09,-53.3,3,84,189.08,0.99,0.35,0,7,433.96,-142.5,2.333333333,480.54,-158.81,1.6,1
19,422,19,129,53.66,-28.9,1,37,58.66,0.91,0.35,0,8,425.93,-140.78,2.333333333,534.2,-187.71,1.8,1
19,422,20,136,48.36,-25.01,1,27,49.94,0.97,0.35,0,9,321.16,-118.83,2,535.98,-196.41,1.8,1
19,422,21,141,51.09,-15.31,1,25,51.09,1,0.35,0,10,341.2,-122.52,2,525.38,-181.1,1.8,1
19,422,23,159,60.58,-27.52,2,37,63.79,0.95,0.35,0,11,160.03,-67.84,1.333333333,401.78,-150.04,1.6,2
19,422,24,164,61,-14.95,1,38,61,1,0.35,0,12,172.67,-57.78,1.333333333,274.69,-111.69,1.2,1
19,422,26,178,95.42,-26.72,4,15937,101,0.94,0.35,0,13,217,-69.19,2.333333333,268.09,-84.5,1.6,2
