household_key,store_id,week_no,last_purchase_day_week,total_sales,total_disc,num_orders,total_qty,overall_weekly_purchase,frac_share,overall_market_share,if_churn,row_id,three_weeks_sales,three_weeks_disc,three_weeks_freq,five_weeks_sales,five_weeks_disc,five_weeks_freq,weeklag
1282,381,53,365,10.47,-0.62,1,8,10.47,1,0.41,0,10,279.17,-61.9,2.666666667,315.54,-65.88,2,1
1282,381,54,376,51.58,-9.49,3,37,181.53,0.28,0.41,0,11,316.64,-70.71,3,334.08,-71.58,2.4,1
1282,381,55,377,7.99,-3.89,1,2,15.21,0.53,0.41,0,12,303.56,-71.4,3,338.74,-75.28,2.4,1
1282,381,56,387,75.83,-5.41,2,27,176.74,0.43,0.41,0,13,145.87,-19.41,2.333333333,400.46,-80.01,2.4,1
1282,381,57,391,8.38,-1,1,2,8.38,1,0.41,0,14,143.78,-19.79,2.333333333,387.77,-77.81,2.4,1
1282,381,58,399,138.11,-24.8,1,70,138.11,1,0.41,0,15,230.31,-35.1,1.666666667,292.36,-45.21,1.8,1
1282,381,59,411,8.07,0,2,7,75.54,0.11,0.41,0,16,230.39,-31.21,2,289.96,-44.59,2,1
1282,381,61,425,95.05,-9.47,2,42,95.05,1,0.41,0,17,241.23,-34.27,1.666666667,325.44,-40.68,1.6,2
1282,381,63,438,10.84,-1,1,3,130.76,0.08,0.41,0,18,105.89,-10.47,1,252.07,-35.27,1.2,2
1282,381,65,452,116.77,-24.12,3,58,116.77,1,0.41,0,19,127.61,-25.12,1.333333333,222.66,-34.59,1.2,2
1282,381,66,454,18.07,-3.92,1,11,18.07,1,0.41,0,20,145.68,-29.04,1.666666667,240.73,-38.51,1.4,1
1282,381,68,474,6.6,-0.18,1,6,46.4,0.14,0.41,0,21,141.44,-28.22,1.666666667,152.28,-29.22,1.2,2
1282,381,69,481,32.43,-3,2,23,32.43,1,0.41,0,22,57.1,-7.1,1.333333333,173.87,-31.22,1.4,1
1282,381,70,486,12.2,-3.23,2,21,47.24,0.26,0.41,0,23,51.23,-6.41,1.666666667,186.07,-34.45,1.8,1
1282,381,71,491,7.6,-1.2,2,8,15.59,0.49,0.41,0,24,58.83,-7.61,2.333333333,76.9,-11.53,1.6,1
1282,381,72,500,55.38,-12.5,3,42,55.38,1,0.41,0,25,107.61,-19.93,3,114.21,-20.11,2,1
1282,381,74,511,32.31,-10.37,1,19,32.31,1,0.41,0,26,95.29,-24.07,2,139.92,-30.3,2,2
1282,381,75,517,10.55,-2.75,2,5,56.72,0.19,0.41,0,27,98.24,-25.62,2,118.04,-30.05,2,1
1282,381,77,535,236.62,-52.58,2,118,312.09,0.76,0.41,1,28,279.48,-65.7,1.666666667,334.86,-78.2,1.6,2
1282,381,80,557,34.62,-3.23,3,15,39.29,0.88,0.41,1,29,271.24,-55.81,1.666666667,281.79,-58.56,1.4,3
1282,381,84,586,6.47,-2.6,1,3,12.82,0.5,0.41,0,30,6.47,-2.6,0.333333333,41.09,-5.83,0.8,4
1282,381,85,590,11.85,-1.65,2,10,11.85,1,0.41,0,31,18.32,-4.25,1,52.94,-7.48,1.2,1
1282,381,87,607,132.13,-21.36,3,90,135.02,0.98,0.41,0,32,150.45,-25.61,2,150.45,-25.61,1.2,2
1282,381,88,611,33.78,-12.73,1,21,92.52,0.37,0.41,0,33,177.76,-35.74,2,184.23,-38.34,1.4,1
1282,381,90,628,32.92,-2.09,1,12,38.14,0.86,0.41,0,34,198.83,-36.18,1.666666667,210.68,-37.83,1.4,2
1282,381,91,631,127.26,-16.7,2,95,151.39,0.84,0.41,0,35,193.96,-31.52,1.333333333,326.09,-52.88,1.4,1
1282,381,92,642,61.1,-18.05,1,22,61.1,1,0.41,0,36,221.28,-36.84,1.333333333,387.19,-70.93,1.6,1
1282,381,94,656,101,-19.39,1,49,129.54,0.78,0.41,0,37,289.36,-54.14,1.333333333,322.28,-56.23,1,2
1282,381,95,659,136.92,-15.04,2,101,271.06,0.51,0.41,1,38,299.02,-52.48,1.333333333,459.2,-71.27,1.4,1
1282,381,100,692,158.6,-15.56,1,91,158.6,1,0.41,0,39,158.6,-15.56,0.333333333,295.52,-30.6,0.6,5
1284,446,49,341,8.6,-2.58,1,7,10.04,0.86,0.73,0,1,0,0,0,0,0,0,0
1284,446,50,342,2,0,1,1,2,1,0.73,0,2,10.6,-2.58,0.666666667,10.6,-2.58,0.4,1
1284,446,51,354,24.2,-2.33,3,11,24.2,1,0.73,0,3,34.8,-4.91,1.666666667,34.8,-4.91,1,1
1284,446,52,357,13.89,-0.49,1,4,13.89,1,0.73,0,4,48.69,-5.4,2,48.69,-5.4,1.2,1
1284,446,53,365,13.51,-7.75,3,10,14.94,0.9,0.73,0,5,53.6,-10.57,2.666666667,62.2,-13.15,1.8,1
1284,446,54,374,11.93,-3.98,1,11,11.93,1,0.73,0,6,63.53,-14.55,2.666666667,74.13,-17.13,2,1
1284,446,55,379,2.89,0,1,2,2.89,1,0.73,0,7,42.22,-12.22,2,68.42,-14.55,2,1
1284,446,57,392,14.48,-3.3,1,9,42.91,0.34,0.73,0,8,29.3,-7.28,1,56.7,-15.52,1.4,2
1284,446,58,403,30.59,-7.95,5,18,30.59,1,0.73,0,9,47.96,-11.25,2.333333333,73.4,-22.98,2.2,1
1284,446,59,405,16.33,-3.69,1,11,16.33,1,0.73,0,10,61.4,-14.94,2.333333333,76.22,-18.92,1.8,1
1284,446,60,415,6.75,-0.35,1,2,6.75,1,0.73,0,11,68.15,-15.29,2.666666667,71.04,-15.29,1.8,1
1284,446,61,422,11.92,-2.32,2,5,11.92,1,0.73,0,12,65.59,-14.31,3,80.07,-17.61,2,1
1284,446,63,435,5.83,-1.55,1,3,5.83,1,0.73,1,13,24.5,-4.22,1.333333333,71.42,-15.86,2,2
1284,446,66,459,27.57,-7.44,3,18,27.57,1,0.73,0,14,33.4,-8.99,1.333333333,45.32,-11.31,1.2,3
1284,446,67,465,39.53,-4.63,3,15,46.68,0.85,0.73,0,15,67.1,-12.07,2,72.93,-13.62,1.4,1
1284,446,68,472,50.71,-13.13,4,38,50.71,1,0.73,0,16,117.81,-25.2,3.333333333,123.64,-26.75,2.2,1
1284,446,69,475,8.48,-1.39,1,5,8.48,1,0.73,0,17,126.29,-26.59,3.666666667,126.29,-26.59,2.2,1
1284,446,70,487,25.54,-1.01,2,16,25.54,1,0.73,0,18,124.26,-20.16,3.333333333,151.83,-27.6,2.6,1
1284,446,71,493,31.41,-4.44,2,12,36.19,0.87,0.73,0,19,116.14,-19.97,3,183.24,-32.04,3,1
1284,446,73,504,7.26,-2.51,2,4,7.26,1,0.73,0,20,64.21,-7.96,2,123.4,-22.48,2.2,2
1284,446,74,515,69.76,-7.4,7,36,69.76,1,0.73,0,21,108.43,-14.35,3.666666667,142.45,-16.75,2.8,1
1284,446,75,523,51.54,-15.95,3,34,51.54,1,0.73,0,22,128.56,-25.86,4,185.51,-31.31,3.2,1
1284,446,76,527,18.56,-8.95,3,20,18.56,1,0.73,0,23,147.12,-34.81,5,178.53,-39.25,3.4,1
1284,446,77,537,12.27,-1.59,4,8,12.27,1,0.73,0,24,152.13,-33.89,5.666666667,159.39,-36.4,3.8,1
1284,446,78,544,55.3,-10.76,5,32,55.3,1,0.73,0,25,137.67,-37.25,5,214.69,-47.16,4.8,1
1284,446,79,551,28.08,-0.94,3,12,28.08,1,0.73,0,26,114.21,-22.24,5,235.51,-45.59,5,1
1284,446,80,557,29.99,-6.2,3,20,29.99,1,0.73,0,27,125.64,-19.49,5,195.74,-44.39,4.2,1
1284,446,81,564,22.7,-3.86,3,14,22.7,1,0.73,0,28,136.07,-21.76,4.666666667,166.9,-32.3,4.2,1
1284,446,82,571,80.29,-9.86,4,35,80.29,1,0.73,0,29,161.06,-20.86,4.333333333,228.63,-33.21,4.4,1
1284,446,83,578,36.55,-4.7,3,22,36.55,1,0.73,0,30,169.53,-24.62,4.333333333,252.91,-36.32,4.2,1
1284,446,84,584,2,-0.58,1,2,2,1,0.73,0,31,141.54,-19,3.666666667,199.61,-26.14,3.4,1
1284,446,85,593,98.82,-15.43,4,50,98.82,1,0.73,0,32,217.66,-30.57,4,270.35,-40.63,3.6,1
1284,446,86,599,3.09,0,1,2,3.09,1,0.73,0,33,140.46,-20.71,3,243.45,-34.43,3.2,1
1284,446,87,603,5.97,-2.79,1,5,5.97,1,0.73,0,34,109.88,-18.8,2.333333333,226.72,-33.36,2.8,1
1284,446,89,619,59.97,-10.99,4,36,59.97,1,0.73,0,35,69.03,-13.78,2,169.85,-29.79,2.2,2
1284,446,90,625,27.08,-5.12,3,12,132.41,0.2,0.73,0,36,93.02,-18.9,2.666666667,194.93,-34.33,2.6,1
1284,446,91,634,97.44,-15.78,5,35,97.44,1,0.73,0,37,184.49,-31.89,4,193.55,-34.68,2.8,1
1284,446,93,649,91.93,-17.86,4,44,120.81,0.76,0.73,0,38,216.45,-38.76,4,276.42,-49.75,3.2,2
1284,446,94,655,18.71,-3.75,2,18,18.71,1,0.73,0,39,208.08,-37.39,3.666666667,295.13,-53.5,3.6,1
1284,446,95,658,3.09,0,1,2,3.09,1,0.73,0,40,113.73,-21.61,2.333333333,238.25,-42.51,3,1
1284,446,96,669,46.87,-9.51,2,26,46.87,1,0.73,0,41,160.6,-31.12,3,258.04,-46.9,2.8,1
1284,446,97,672,6.57,0,1,3,6.57,1,0.73,0,42,75.24,-13.26,2,167.17,-31.12,2,1
1284,446,98,682,107.49,-2.91,2,30,107.49,1,0.73,0,43,164.02,-12.42,2,274.66,-34.03,2.4,1
1284,446,99,690,22.8,-3.69,3,15,22.8,1,0.73,0,44,183.73,-16.11,2.666666667,205.53,-19.86,2.2,1
1284,446,100,698,20.23,-3.51,3,16,20.23,1,0.73,0,45,157.09,-10.11,3,207.05,-19.62,2.4,1
1284,446,101,703,29.72,-9.12,4,18,29.72,1,0.73,0,46,180.24,-19.23,4,233.68,-28.74,3,1
1284,446,102,710,47.8,-17.38,4,33,47.8,1,0.73,0,47,120.55,-33.7,4.666666667,234.61,-36.61,3.4,1
1286,443,8,54,17.81,-5.61,2,9,17.81,1,0.72,1,1,0,0,0,0,0,0,0
1286,443,12,77,0.99,0,1,1,0.99,1,0.72,1,2,0.99,0,0.333333333,18.8,-5.61,0.6,4
1286,443,16,108,27.13,-5.28,2,11,27.13,1,0.72,0,3,27.13,-5.28,0.666666667,28.12,-5.28,0.6,4
1286,443,17,111,115.53,-35.37,1,45,115.53,1,0.72,0,4,142.66,-40.65,1,143.65,-40.65,0.8,1
1286,443,19,128,18.24,0,1,5,18.24,1,0.72,0,5,160.9,-40.65,1.333333333,160.9,-40.65,0.8,2
1286,443,21,141,17.64,-4.91,1,5,17.64,1,0.72,0,6,35.88,-4.91,0.666666667,178.54,-45.56,1,2
1286,443,23,157,13.27,-0.58,1,5,13.27,1,0.72,1,7,30.91,-5.49,0.666666667,49.15,-5.49,0.6,2
1286,443,26,175,3.09,-0.89,1,2,8.01,0.39,0.72,0,8,16.36,-1.47,0.666666667,34,-6.38,0.6,3
1286,443,27,183,41.33,0,1,2,153.31,0.27,0.72,1,9,44.42,-0.89,0.666666667,57.69,-1.47,0.6,1
1286,443,30,206,26.57,-5.53,3,17,26.57,1,0.72,1,10,67.9,-5.53,1.333333333,70.99,-6.42,1,3
1286,443,33,223,43.12,0,1,3,43.12,1,0.72,0,11,69.69,-5.53,1.333333333,69.69,-5.53,0.8,3
1286,443,34,236,13.55,-2.18,1,11,13.55,1,0.72,0,12,56.67,-2.18,0.666666667,83.24,-7.71,1,1
1286,443,36,244,28,-6.25,2,18,28,1,0.72,1,13,84.67,-8.43,1.333333333,84.67,-8.43,0.8,2
1286,443,47,322,4.94,-2.81,1,5,4.94,1,0.72,1,14,4.94,-2.81,0.333333333,4.94,-2.81,0.2,11
1286,443,68,468,3.76,-1.81,1,3,3.76,1,0.72,1,15,3.76,-1.81,0.333333333,3.76,-1.81,0.2,21
1286,443,72,500,53.98,0,1,2,53.98,1,0.72,0,16,53.98,0,0.333333333,57.74,-1.81,0.4,4
1288,446,9,59,39.29,-12.92,4,24,39.29,1,0.47,0,1,0,0,0,0,0,0,0
1288,446,10,68,52.03,-14.71,3,32,52.03,1,0.47,0,2,91.32,-27.63,2.333333333,91.32,-27.63,1.4,1
1288,446,11,72,26.17,-12.72,1,11,70.48,0.37,0.47,0,3,117.49,-40.35,2.666666667,117.49,-40.35,1.6,1
1288,446,12,77,16.49,-0.7,1,4,36.8,0.45,0.47,1,4,133.98,-41.05,3,133.98,-41.05,1.8,1
1288,446,16,106,103.97,-21.4,1,48,103.97,1,0.47,1,5,103.97,-21.4,0.333333333,146.63,-34.82,0.6,4
1288,446,20,134,73.33,-27.22,1,47,73.33,1,0.47,1,6,73.33,-27.22,0.333333333,177.3,-48.62,0.4,4
1288,446,23,158,3.85,-0.22,1,2,73.13,0.05,0.47,0,7,77.18,-27.44,0.666666667,77.18,-27.44,0.4,3
1288,446,24,163,20.29,-4.8,2,18,20.29,1,0.47,0,8,24.14,-5.02,1,97.47,-32.24,0.8,1
1288,446,25,169,12.08,-0.7,2,6,40.36,0.3,0.47,1,9,36.22,-5.72,1.666666667,109.55,-32.94,1.2,1
1288,446,42,288,73.83,-10.03,1,36,73.83,1,0.47,1,10,73.83,-10.03,0.333333333,73.83,-10.03,0.2,17
1288,446,60,415,80.54,-13.71,1,53,80.54,1,0.47,0,11,80.54,-13.71,0.333333333,80.54,-13.71,0.2,18
1288,446,61,424,17.46,-2.23,1,7,17.46,1,0.47,0,12,98,-15.94,0.666666667,98,-15.94,0.4,1
1288,446,63,433,17.16,-3.08,1,6,50.48,0.34,0.47,0,13,115.16,-19.02,1,115.16,-19.02,0.6,2
1288,446,65,448,95.01,-19.62,1,35,95.01,1,0.47,1,14,112.17,-22.7,0.666666667,210.17,-38.64,0.8,2
1288,446,81,562,3,-0.98,1,2,96.25,0.03,0.47,1,15,3,-0.98,0.333333333,3,-0.98,0.2,16
1288,446,84,580,11.65,0,1,4,11.65,1,0.47,0,16,14.65,-0.98,0.666666667,14.65,-0.98,0.4,3
1288,446,85,590,59.31,-11.08,1,25,59.31,1,0.47,1,17,70.96,-11.08,0.666666667,73.96,-12.06,0.6,1
1288,446,90,622,58.62,-15.09,1,31,58.62,1,0.47,0,18,58.62,-15.09,0.333333333,117.93,-26.17,0.4,5
1288,446,91,635,7.06,-0.7,1,4,7.06,1,0.47,0,19,65.68,-15.79,0.666666667,65.68,-15.79,0.4,1
1288,446,93,646,50.94,-15.19,1,24,50.94,1,0.47,0,20,116.62,-30.98,1,116.62,-30.98,0.6,2
1288,446,94,656,6.47,0,1,3,6.47,1,0.47,1,21,64.47,-15.89,1,123.09,-30.98,0.8,1
1288,446,97,674,59.59,-28.12,1,24,59.59,1,0.47,1,22,66.06,-28.12,0.666666667,117,-43.31,0.6,3
1288,446,102,708,3.78,0,1,3,8.25,0.46,0.47,0,23,3.78,0,0.333333333,63.37,-28.12,0.4,5
1289,31782,1,5,12.16,-1.78,1,6,26.15,0.47,0.95,0,1,0,0,0,0,0,0,0
1289,31782,3,17,2.29,-0.29,1,3,6.88,0.33,0.95,0,2,14.45,-2.07,0.666666667,14.45,-2.07,0.4,2
1289,31782,4,24,3.93,-0.89,2,4,3.93,1,0.95,0,3,18.38,-2.96,1.333333333,18.38,-2.96,0.8,1
1289,31782,5,32,4.22,-0.9,3,4,4.22,1,0.95,0,4,10.44,-2.08,2,22.6,-3.86,1.4,1
1289,31782,6,38,2.28,0,1,2,2.28,1,0.95,0,5,12.72,-2.08,2.333333333,24.88,-3.86,1.6,1
1289,31782,7,45,1.25,-0.14,1,1,1.25,1,0.95,1,6,11.68,-1.93,2.333333333,13.97,-2.22,1.6,1
1289,31782,10,68,22.86,-0.88,3,7,22.86,1,0.95,0,7,24.11,-1.02,1.333333333,30.61,-1.92,1.6,3
1289,31782,11,73,3.61,-0.17,1,2,3.61,1,0.95,1,8,26.47,-1.05,1.333333333,30,-1.19,1.2,1
1289,31782,14,96,26.87,-10.52,2,11,26.87,1,0.95,0,9,30.48,-10.69,1,53.34,-11.57,1.2,3
1289,31782,16,104,21.53,-0.43,1,17,21.53,1,0.95,0,10,48.4,-10.95,1,52.01,-11.12,0.8,2
1289,31782,17,115,28.76,-1.05,2,11,28.76,1,0.95,0,11,77.16,-12,1.666666667,77.16,-12,1,1
1289,31782,19,130,1.62,-0.27,2,2,1.62,1,0.95,0,12,51.91,-1.75,1.666666667,78.78,-12.27,1.4,2
1289,31782,20,135,1.31,-0.08,1,2,1.31,1,0.95,0,13,31.69,-1.4,1.666666667,53.22,-1.83,1.2,1
1289,31782,21,143,8.38,-1.26,4,7,8.38,1,0.95,0,14,11.31,-1.61,2.333333333,61.6,-3.09,2,1
1289,31782,22,150,3.34,-0.84,2,5,3.34,1,0.95,0,15,14.65,-2.45,3,43.41,-3.5,2.2,1
1289,31782,23,157,6.51,-0.95,2,4,6.51,1,0.95,0,16,19.54,-3.13,3,21.16,-3.4,2.2,1
1289,31782,24,166,6.68,-1.18,4,9,6.68,1,0.95,0,17,24.91,-4.23,4,27.84,-4.58,3,1
1289,31782,25,173,30.74,-2.9,10,20,30.74,1,0.95,0,18,47.27,-5.87,6,56.96,-7.21,4.6,1
1289,31782,26,180,23.64,-3.96,9,15,23.64,1,0.95,0,19,67.57,-8.99,8.333333333,79.29,-11.09,6.2,1
1289,31782,27,187,13.21,-0.61,7,11,13.21,1,0.95,0,20,74.27,-8.65,10,84.12,-10.44,6.8,1
1289,31782,28,194,10.87,-0.89,7,12,10.87,1,0.95,0,21,78.46,-8.36,11,91.65,-10.49,7.8,1
1289,31782,29,198,11.94,-1.88,5,11,11.94,1,0.95,0,22,59.66,-7.34,9.333333333,97.08,-11.42,8.4,1
1289,31782,30,208,28.34,-5.55,10,18,28.34,1,0.95,0,23,64.36,-8.93,9.666666667,118.74,-15.79,9.6,1
1289,31782,31,215,21.38,-1.97,6,15,21.38,1,0.95,0,24,72.53,-10.29,9.333333333,109.38,-14.86,8.8,1
1289,31782,32,222,28.66,-2.6,5,12,28.66,1,0.95,0,25,90.32,-12,8.666666667,114.4,-13.5,8,1
1289,31782,33,228,18.36,-2.84,7,10,18.36,1,0.95,0,26,96.74,-12.96,9.333333333,119.55,-15.73,8,1
1289,31782,34,236,10.06,-3.7,3,6,10.06,1,0.95,0,27,78.46,-11.11,7,118.74,-18.54,7.2,1
1289,31782,35,242,17.47,-1.74,7,14,17.47,1,0.95,0,28,74.55,-10.88,7.333333333,124.27,-18.4,7.6,1
1289,31782,36,248,6.79,-0.46,4,6,6.79,1,0.95,0,29,52.68,-8.74,7,102.72,-13.31,6.4,1
1289,31782,37,256,13.7,-0.74,5,9,13.7,1,0.95,0,30,48.02,-6.64,6.333333333,95.04,-12.08,6.2,1
1289,31782,38,264,11.86,-1.18,6,7,11.86,1,0.95,0,31,49.82,-4.12,7.333333333,78.24,-10.66,6.4,1
1289,31782,39,270,12.18,-1.74,5,8,12.18,1,0.95,0,32,44.53,-4.12,6.666666667,72.06,-9.56,6,1
1289,31782,40,277,23.74,-7.66,6,13,23.74,1,0.95,0,33,61.48,-11.32,7.333333333,85.74,-13.52,6.6,1
1289,31782,41,285,11.73,-3,7,10,11.73,1,0.95,0,34,59.51,-13.58,8,80,-14.78,6.6,1
1289,31782,42,292,14.5,-1.64,5,7,14.5,1,0.95,0,35,62.15,-14.04,7.666666667,87.71,-15.96,6.8,1
1289,31782,43,298,59.81,-12.85,10,30,59.81,1,0.95,0,36,109.78,-25.15,9.333333333,133.82,-28.07,7.8,1
1289,31782,44,304,5.92,-2.15,4,4,5.92,1,0.95,0,37,91.96,-19.64,8.666666667,127.88,-29.04,7.4,1
1289,31782,45,312,5.12,0,4,4,5.12,1,0.95,0,38,85.35,-16.64,7.666666667,120.82,-27.3,7.2,1
1289,31782,46,320,19.58,-2.4,10,13,19.58,1,0.95,0,39,90.43,-17.4,9.333333333,116.66,-22.04,8,1
1289,31782,47,327,8,-1.19,6,7,8,1,0.95,0,40,38.62,-5.74,8,112.93,-20.23,7.8,1
1289,31782,48,329,5,-0.79,1,1,5,1,0.95,0,41,37.7,-4.38,7,103.43,-19.38,7,1
1289,31782,49,341,23.68,-3.64,9,16,23.68,1,0.95,0,42,56.26,-8.02,8.666666667,67.3,-10.17,6.8,1
1289,31782,50,348,3.16,-1.11,3,3,3.16,1,0.95,0,43,39.84,-6.73,6.333333333,64.54,-9.13,6.6,1
1289,31782,51,355,18.68,-3.38,8,23,18.68,1,0.95,0,44,50.52,-8.92,7,78.1,-12.51,7.4,1
1289,31782,52,361,16.31,-3.76,6,11,16.31,1,0.95,0,45,61.83,-11.89,8.666666667,74.83,-13.87,6.6,1
1289,31782,53,368,19.26,-4.15,8,13,19.26,1,0.95,0,46,57.41,-12.4,8.333333333,86.09,-16.83,7,1
1289,31782,54,376,13.76,-2.06,6,9,13.76,1,0.95,0,47,68.01,-13.35,9.333333333,94.85,-18.1,8,1
1289,31782,55,383,16.55,-3.56,7,10,16.55,1,0.95,0,48,65.88,-13.53,9,87.72,-18.02,7.6,1
1289,31782,56,390,4.56,-0.52,4,7,4.56,1,0.95,0,49,54.13,-10.29,8.333333333,89.12,-17.43,7.8,1
1289,31782,57,397,18.03,-0.58,8,12,18.03,1,0.95,0,50,52.9,-6.72,8.333333333,88.47,-14.63,7.8,1
1289,31782,58,403,7.64,-1.48,4,8,7.64,1,0.95,0,51,46.78,-6.14,7.666666667,79.8,-12.35,7.4,1
1289,31782,59,411,3.8,-0.16,4,5,3.8,1,0.95,0,52,34.03,-2.74,6.666666667,64.34,-8.36,6.6,1
1289,31782,60,418,17.27,-2.64,6,9,17.27,1,0.95,0,53,46.74,-4.86,7.333333333,67.85,-8.94,6.6,1
1289,31782,61,424,13.18,-0.73,7,17,13.18,1,0.95,0,54,41.89,-5.01,7,64.48,-6.11,6.6,1
1289,31782,62,432,13.79,-2.42,7,10,13.79,1,0.95,0,55,48.04,-5.95,8,73.71,-8.01,7.2,1
1289,31782,63,437,9.97,-1.58,5,5,9.97,1,0.95,0,56,54.21,-7.37,8.333333333,65.65,-9.01,6.6,1
1289,31782,64,446,28.35,-2.27,11,20,28.35,1,0.95,0,57,65.29,-7,10,86.36,-9.8,8,1
1289,31782,65,453,15.79,-2.13,7,11,24.07,0.66,0.95,0,58,67.9,-8.4,10,98.35,-11.77,8.6,1
1289,31782,66,458,24,-6.4,6,13,24,1,0.95,0,59,78.11,-12.38,9.666666667,105.08,-15.53,8.6,1
1289,31782,67,467,24.82,-1.75,9,13,24.82,1,0.95,0,60,92.96,-12.55,11,116.72,-16.55,9,1
1289,31782,68,473,26.18,-1.5,8,16,31.18,0.84,0.95,0,61,90.79,-11.78,10,129.11,-15.63,9.2,1
1289,31782,69,481,14.57,-2.14,6,10,14.57,1,0.95,0,62,89.57,-11.79,9.666666667,133.71,-16.19,9.4,1
1289,31782,70,488,8.86,-0.3,4,5,8.86,1,0.95,0,63,74.43,-5.69,9,114.22,-14.22,8,1
1289,31782,71,494,8.09,-1.46,4,5,8.09,1,0.95,0,64,57.7,-5.4,7.333333333,106.52,-13.55,7.4,1
1289,31782,72,501,16.27,-0.95,8,14,16.27,1,0.95,0,65,47.79,-4.85,7.333333333,98.79,-8.1,7.8,1
1289,31782,73,509,12.51,-0.88,6,8,12.51,1,0.95,0,66,45.73,-3.59,7.333333333,86.48,-7.23,7.2,1
1289,31782,74,513,6.19,-0.47,5,5,6.19,1,0.95,0,67,43.06,-3.76,7.666666667,66.49,-6.2,6.6,1
1289,31782,75,521,7.56,-0.49,5,5,7.56,1,0.95,0,68,42.53,-2.79,8,59.48,-4.55,6.4,1
1289,31782,76,530,9.01,-1.61,5,10,9.01,1,0.95,0,69,35.27,-3.45,7,59.63,-5.86,6.6,1
1289,31782,77,534,9.44,-1.29,6,7,34.72,0.27,0.95,0,70,32.2,-3.86,7,60.98,-5.69,7,1
1289,31782,78,544,15.38,-1.59,8,13,15.38,1,0.95,0,71,41.39,-4.98,8,60.09,-6.33,7,1
1289,31782,79,549,9.51,-1.52,7,8,9.51,1,0.95,0,72,43.34,-6.01,8.666666667,57.09,-6.97,7.2,1
1289,31782,80,557,12.37,-1.47,6,12,12.37,1,0.95,0,73,46.7,-5.87,9,63.27,-7.97,7.4,1
1289,31782,81,564,18.4,-2.37,11,13,18.4,1,0.95,0,74,55.66,-6.95,10.66666667,74.11,-9.85,8.6,1
1289,31782,82,572,19.25,-0.86,7,9,19.25,1,0.95,0,75,59.53,-6.22,10.33333333,84.35,-9.1,9,1
1289,31782,83,579,25.22,-2.49,7,13,25.22,1,0.95,0,76,75.24,-7.19,10.33333333,100.13,-10.3,9.2,1
1289,31782,84,585,9.32,-1.28,5,9,9.32,1,0.95,0,77,72.19,-7,10,94.07,-9.99,8.6,1
1289,31782,85,591,2.6,-0.19,1,1,2.6,1,0.95,0,78,56.39,-4.82,6.666666667,87.16,-8.66,7.4,1
1289,31782,86,600,17.5,-1.42,5,8,17.5,1,0.95,0,79,54.64,-5.38,6,92.29,-8.61,7.2,1
1289,31782,87,607,32.14,-2.2,8,22,32.14,1,0.95,0,80,61.56,-5.09,6.333333333,106.03,-8.44,6.6,1
1289,31782,88,612,22.21,-0.44,3,5,22.21,1,0.95,0,81,74.45,-4.25,5.666666667,108.99,-8.02,5.8,1
1289,31782,89,621,62.29,-1.44,6,9,62.29,1,0.95,0,82,134.14,-5.5,7.333333333,146.06,-6.97,5.6,1
1289,31782,90,628,20.52,-1.67,5,10,20.52,1,0.95,0,83,137.16,-5.75,7.333333333,157.26,-7.36,5.6,1
1289,31782,91,633,17.36,-1.21,5,14,17.36,1,0.95,0,84,122.38,-4.76,6.333333333,172.02,-8.38,6.4,1
1289,31782,92,641,16,-12.14,1,6,16,1,0.95,0,85,116.17,-16.46,5.666666667,170.52,-19.1,5.6,1
1289,31782,93,649,9.16,-0.49,5,6,9.16,1,0.95,0,86,63.04,-15.51,5.333333333,147.54,-17.39,5,1
1289,31782,94,656,17.1,-2.99,6,12,17.1,1,0.95,0,87,59.62,-16.83,5.666666667,142.43,-19.94,5.6,1
1289,31782,95,661,1.84,-1.75,2,2,1.84,1,0.95,0,88,44.1,-17.37,4.666666667,81.98,-20.25,4.8,1
1289,31782,96,670,18.78,-4.62,9,19,18.78,1,0.95,0,89,46.88,-9.85,7.333333333,80.24,-23.2,5.6,1
1289,31782,97,677,14.39,-1.63,7,8,14.39,1,0.95,0,90,52.11,-10.99,8,77.27,-23.62,6,1
1289,31782,98,682,26.55,-3.41,10,21,26.55,1,0.95,0,91,61.56,-11.41,9.333333333,87.82,-14.89,7.8,1
1289,31782,99,691,15.95,-1.76,10,12,15.95,1,0.95,0,92,75.67,-11.42,12,94.61,-16.16,8.8,1
1289,31782,100,696,9.93,-2.4,5,10,9.93,1,0.95,0,93,66.82,-9.2,10.66666667,87.44,-15.57,8.6,1
1289,31782,101,705,22.19,-2.95,9,14,22.19,1,0.95,0,94,74.62,-10.52,11.33333333,107.79,-16.77,10,1
1289,31782,102,710,18.58,-0.79,6,12,18.58,1,0.95,0,95,66.65,-7.9,10,107.59,-12.94,9.4,1
1290,313,8,50,53.08,-21.13,3,35,53.08,1,0.88,0,1,0,0,0,0,0,0,0
1290,313,10,68,3.35,0,1,1,3.35,1,0.88,1,2,56.43,-21.13,1.333333333,56.43,-21.13,0.8,2
1290,313,13,84,118.67,-27.92,1,60,118.67,1,0.88,1,3,122.02,-27.92,0.666666667,175.1,-49.05,1,3
1290,313,26,175,67.55,-13.81,2,35,142.79,0.47,0.88,1,4,67.55,-13.81,0.666666667,67.55,-13.81,0.4,13
1290,313,32,219,34.55,-9.72,1,26,34.55,1,0.88,1,5,34.55,-9.72,0.333333333,34.55,-9.72,0.2,6
